QqN1	400	60	0
QqN1	400	120	0
QqN1	400	0	0
QqN1	400	132	0
QqN1	400	12	0
QqN1	400	72	0
QqN1	400	144	0
QqN1	400	24	0
QqN1	400	84	0
QqN1	400	36	0
QqN1	400	156	0
QqN1	400	96	0
QqN1	400	48	0
QqN1	400	168	0
QqN1	400	108	0
QqN1	496	156	0
QqN1	496	276	0
QqN1	496	216	0
QqN1	496	336	0
QqN1	496	396	0
QqN1	496	576	1
QqN1	496	516	1
QqN1	496	456	0
QqN1	496	696	1
QqN1	496	636	1
QqN1	508	48	0
QqN1	556	276	0
QqN1	556	396	0
QqN1	556	156	0
QqN1	556	96	0
QqN1	556	336	0
QqN1	556	216	0
QqN1	448	528	1
QqN1	436	576	1
QqN1	448	168	0
QqN1	436	216	0
QqN1	436	456	1
QqN1	448	348	0
QqN1	448	648	1
QqN1	448	408	0
QqN1	448	108	0
QqN1	436	276	0
QqN1	436	516	1
QqN1	436	636	1
QqN1	448	48	0
QqN1	448	468	1
QqN1	448	588	1
QqN1	436	696	1
QqN1	436	156	0
QqN1	448	288	0
QqN1	436	336	0
QqN1	448	228	0
QqN1	436	396	0
QqN1	436	96	0
QqN1	460	0	0
QqN1	460	60	0
QqN1	580	480	0
QqN1	592	12	0
QqN1	580	660	1
QqN1	592	132	0
QqN1	580	540	0
QqN1	592	192	0
QqN1	580	600	1
QqN1	592	72	0
QqN1	556	456	0
QqN1	556	576	1
QqN1	568	168	0
QqN1	568	228	0
QqN1	556	516	0
QqN1	568	408	0
QqN1	568	288	0
QqN1	568	48	0
QqN1	556	636	1
QqN1	568	348	0
QqN1	556	696	1
QqN1	568	108	0
QqN1	400	240	0
QqN1	400	480	1
QqN1	400	180	0
QqN1	400	300	0
QqN1	400	600	1
QqN1	400	660	1
QqN1	400	360	0
QqN1	400	420	1
QqN1	412	72	0
QqN1	400	540	1
QqN1	412	12	0
QqN1	412	372	0
QqN1	412	252	0
QqN1	412	132	0
QqN1	412	312	0
QqN1	412	492	1
QqN1	412	192	0
QqN1	424	144	0
QqN1	424	204	0
QqN1	412	432	1
QqN1	424	84	0
QqN1	412	552	1
QqN1	412	612	1
QqN1	424	24	0
QqN1	424	504	1
QqN1	412	672	1
QqN1	424	564	1
QqN1	424	384	0
QqN1	424	264	0
QqN1	424	684	1
QqN1	424	444	1
QqN1	424	624	1
QqN1	544	444	0
QqN1	544	84	0
QqN1	556	36	0
QqN1	544	684	1
QqN1	544	204	0
QqN1	544	624	1
QqN1	544	144	0
QqN1	544	564	1
QqN1	544	324	0
QqN1	544	504	0
QqN1	544	264	0
QqN1	544	384	0
QqN1	436	36	0
QqN1	424	324	0
QqN1	460	480	1
QqN1	460	660	1
QqN1	460	120	0
QqN1	460	600	1
QqN1	472	132	0
QqN1	460	360	0
QqN1	472	552	1
QqN1	460	300	0
QqN1	472	252	0
QqN1	472	12	0
QqN1	460	540	1
QqN1	568	468	0
QqN1	580	180	0
QqN1	580	240	0
QqN1	580	60	0
QqN1	460	180	0
QqN1	568	588	1
QqN1	580	300	0
QqN1	580	420	0
QqN1	568	648	1
QqN1	580	120	0
QqN1	568	528	0
QqN1	580	0	0
QqN1	580	360	0
QqN1	460	420	0
QqN1	460	240	0
QqN1	472	72	0
QqN1	472	312	0
QqN1	472	432	0
QqN1	472	192	0
QqN1	472	492	1
QqN1	472	672	1
QqN1	472	612	1
QqN1	484	144	0
QqN1	472	372	0
QqN1	484	84	0
QqN1	484	444	0
QqN1	484	24	0
QqN1	484	684	1
QqN1	484	564	1
QqN1	484	264	0
QqN1	484	324	0
QqN1	484	624	1
QqN1	484	384	0
QqN1	484	204	0
QqN1	496	36	0
QqN1	592	312	0
QqN1	592	492	0
QqN1	592	672	1
QqN1	592	252	0
QqN1	592	432	0
QqN1	592	552	0
QqN1	592	612	1
QqN1	592	372	0
QqN1	496	96	0
QqN1	484	504	1
QqN1	580	672	1
QqN1	580	612	1
QqN1	496	588	1
QqN1	508	0	0
QqN1	496	528	1
QqN1	496	648	1
QqN1	580	684	1
QqN1	580	624	1
QqN1	556	648	1
QqN1	568	0	0
QqN1	556	588	1
QqN1	580	696	1
QqN1	544	576	1
QqN1	544	696	1
QqN1	580	636	1
QqN1	544	636	1
QqN1	496	660	1
QqN1	496	600	1
QqN1	496	540	1
QqN1	556	660	1
QqN1	556	600	1
QqN1	592	684	1
QqN1	592	624	1
QqN1	568	600	1
QqN1	568	660	1
QqN1	592	0	0
QqN1	580	648	1
QqN1	544	648	1
QqN1	556	0	0
QqN1	544	588	1
QqN1	556	672	1
QqN1	556	612	1
QqN1	592	636	1
QqN1	592	696	1
QqN1	568	612	1
QqN1	568	672	1
QqN1	448	660	1
QqN1	436	468	1
QqN1	436	648	1
QqN1	448	600	1
QqN1	436	528	1
QqN1	448	480	1
QqN1	436	588	1
QqN1	448	0	0
QqN1	448	540	1
QqN1	496	612	1
QqN1	496	672	1
QqN1	496	552	1
QqN1	544	600	1
QqN1	544	660	1
QqN1	592	648	1
QqN1	604	0	0
QqN1	556	624	1
QqN1	556	684	1
QqN1	568	624	1
QqN1	568	684	1
QqN1	544	612	1
QqN1	544	672	1
QqN1	592	660	1
QqN1	496	684	1
QqN1	400	432	1
QqN1	568	636	1
